Text,pred_label,prob_informative,prob_uninformative,keyword_score,matched_keywords,final_score,alert_level,alert_rank
"@USER the first covid-19-infected-person-leaving-isolation-to-take-a-walk arrest happened in canada today (or recently, not sure if it was today)",UNINFORMATIVE,0.43975598634965307,0.5602440136503469,2,"{'testing_quarantine': ['isolation'], 'symptoms_infection': ['infected']}",2,LOW,1
"First case of COVID-19 diagnosed in the NWT, closes border to non-essential visitors HTTPURL HTTPURL",INFORMATIVE,0.6678308693562766,0.33216913064372344,0,{},4,LOW,1
"After the routine weekend drop ends, the number of coronavirus deaths in the UK continues to rise, to a record 786. The UK has the third highest number of new deaths in the world (after USA and France). The UK strategy is clearly failing, especially compared with Germany &amp; Canada HTTPURL",INFORMATIVE,0.5167137567144545,0.4832862432855455,5,"{'case_growth': ['rise'], 'death_severity': ['deaths']}",8,MEDIUM,2
There is a case in Duluth Minnesota. Duluth is 4 hrs from Thunder Bay so prob good border is closed. #covidtbay #covidduluth #covidMN #covidontario HTTPURL,INFORMATIVE,0.5366623313391556,0.4633376686608444,1,{'public_response': ['closed']},4,LOW,1
20 patient in eastern city of Erzurum recovered from #coronavirus and discharged. Round of applause to the hospital staff HTTPURL,INFORMATIVE,0.8415162702529448,0.1584837297470552,3,{'medical_system': ['hospital']},8,MEDIUM,2
News coming in of the death of an Italian GP in northern Italy. Does anybody know the situation with regards to issuing personal protective equipment (PPE) to our frontline workers in the community? #coronavirus,UNINFORMATIVE,0.3432396644311584,0.6567603355688416,3,{'death_severity': ['death']},3,LOW,1
#Ghana has now recorded 19 #COVID-19 cases. Which kind of word play is going on.,INFORMATIVE,0.7974417387634177,0.2025582612365823,2,{'case_growth': ['cases']},6,MEDIUM,2
"bruh there's +1,000 cases of COVID-19 in Cal. I'm kinda scared now dude",INFORMATIVE,0.702090391773442,0.29790960822655793,2,{'case_growth': ['cases']},6,MEDIUM,2
"Michigan has 6th COVID-19-related death, more than 230 new cases - The Detroit News HTTPURL #news #feedly",INFORMATIVE,0.8711358649406371,0.12886413505936292,5,"{'case_growth': ['new cases', 'cases'], 'death_severity': ['death']}",10,HIGH,3
"#Kenya He was tested in all the cities he flew into and 3 times in Nai, all results were negative. He is now dead. #KeepYourDistance #StayHomeSaveLives #COVID19Pandemic",INFORMATIVE,0.814168987768159,0.18583101223184098,4,"{'death_severity': ['dead'], 'testing_quarantine': ['tested']}",9,HIGH,3
"In the past 24 hrs, I've had over a dozen hospitals &amp; #coronavirus testing centers tell me they are running critically low in tests (&lt;100). They need 1000s more, now. Their tone is of desperation. When this is over there should be an investigation into what went wrong.",UNINFORMATIVE,0.34153567788126327,0.6584643221187367,4,"{'medical_system': ['hospitals'], 'testing_quarantine': ['tests', 'testing']}",3,LOW,1
"Coronavirus outbreak in Michigan has been particularly fatal for the state’s black residents, who make up 41% of Michigan’s reported deaths but only 14% of the state’s total population, according to state and federal data. HTTPURL",INFORMATIVE,0.7586983096028719,0.24130169039712815,4,"{'death_severity': ['deaths', 'fatal'], 'symptoms_infection': ['outbreak']}",8,MEDIUM,2
"Finally, the #Gambia authorities see the need to close the land borders &amp; suspend flights as the fear of the pandemic gripped the country after confirming its first #COVID19 case last Sunday #KeepSafeEveryone @USER @USER @USER HTTPURL",UNINFORMATIVE,0.30471946101170777,0.6952805389882922,0,{},0,LOW,1
Yolo County Board of Supervisors 3/31/2020 gets updates on county coronavirus response for seven categories: -Health Officer/Public Health -Health Care System -Emergency Operations Center -Legislative -Community Benefit Fund -Recovery -Board Actions HTTPURL HTTPURL,UNINFORMATIVE,0.20200178041973427,0.7979982195802657,1,{'public_response': ['emergency']},1,LOW,1
Mayfield-Graves County Animal Shelter shares impact of COVID-19 - WPSD Local 6 - HTTPURL,UNINFORMATIVE,0.16575418060421276,0.8342458193957872,0,{},0,LOW,1
"@USER South Korea &amp; USA each identified their first confirmed case of coronavirus on the same day: 😷South Korea has tested more than 274,000 people. 😵United States has tested less than 40,000 people.",INFORMATIVE,0.9648075332500125,0.03519246674998751,3,"{'case_growth': ['confirmed'], 'testing_quarantine': ['tested']}",8,MEDIUM,2
A total of 328 people in Saudi Arabia have recovered from coronavirus. May Allah Give Shifa All Muslims Ameen 🤲,INFORMATIVE,0.7416462706586925,0.2583537293413075,0,{},4,LOW,1
Drake Tells His Dad He Tests Negative For COVID-19 On Instagram Live HTTPURL,INFORMATIVE,0.5647918219113515,0.43520817808864853,1,{'testing_quarantine': ['tests']},4,LOW,1
Coronavirus: Hobby Lobby stays open and employee dies at Lowe’s amid anger at chains claiming ‘essential business’ status HTTPURL #SmartNews,UNINFORMATIVE,0.40490110688866976,0.5950988931113302,0,{},0,LOW,1
"One Female, 65 years, died in Vadodara hospital but her test report for COVID is awaited. She was also having comorbid conditions(Diabetes &amp; Hypertension).",INFORMATIVE,0.7426129142558566,0.25738708574414343,4,"{'medical_system': ['hospital'], 'testing_quarantine': ['test']}",8,MEDIUM,2
Latest on COVID-19 in Minnesota: State officials report first death linked to virus HTTPURL via @USER,INFORMATIVE,0.8373038376957562,0.16269616230424377,3,{'death_severity': ['death']},8,MEDIUM,2
"#BREAKING: 1st confirmed positive COVID-19 case in nursing home in Philadelphia, city health officials announce @USER",INFORMATIVE,0.9824713382157806,0.017528661784219426,2,{'case_growth': ['confirmed']},7,MEDIUM,2
"@USER The US has more confirmed #Covid19 infections than ANY country by over 200,000 cases &amp; that's the # without proper testing. These numbers are staggering &amp; should terrify us all! This is @USER failure!! #TrumpVirusCoverup #TrumpLiesAmericansDie #TrumpGenocide HTTPURL",UNINFORMATIVE,0.41129444767350576,0.5887055523264942,3,"{'case_growth': ['confirmed', 'cases'], 'testing_quarantine': ['testing']}",3,LOW,1
Kilifi Deputy Governor Saburi recovers fully from coronavirus and will now face the law for refusing to quarantine after arriving into the country from Germany - CS Kagwe. #COVID19Pandemic #COVID19KE HTTPURL,UNINFORMATIVE,0.36978388343423707,0.6302161165657629,1,{'testing_quarantine': ['quarantine']},1,LOW,1
"Trump and Pence hate Americans. Positive #coronavirus tops 30,000 people in the USA. Over 600 dead. They’re more concerned about people going to work. Testing still not readily available. #COVIDActNow #NotDying4WallStreet",INFORMATIVE,0.7578447339115051,0.24215526608849497,4,"{'death_severity': ['dead'], 'testing_quarantine': ['testing']}",8,MEDIUM,2
"Today in health disparities statistics ☹️: While Black residents make up 23% of the Cook County population, they account for 58% of the COVID-19 deaths, and 70% of deaths in Chicago (29% of pop), according to new data from the Medical Examiner's office: HTTPURL",INFORMATIVE,0.7577232064686769,0.24227679353132317,3,{'death_severity': ['deaths']},7,MEDIUM,2
"NBC News Employee Dies From Coronavirus, Trevor Noah Criticizes Spring Breakers &amp; Disney Releases 'Onward' Early | THR News HTTPURL via @USER",INFORMATIVE,0.6233869831846843,0.3766130168153156,0,{},4,LOW,1
"Map of #COVID19 cases per 100,000/school district. Note higher rates are shown at state boundaries reflecting higher test rates in Maine, VT and MA than NH - not accurate lower case rates. NEED TESTING! HTTPURL @USER @USER @USER #nhpolitics HTTPURL",UNINFORMATIVE,0.30335899704780955,0.6966410029521904,3,"{'case_growth': ['cases'], 'testing_quarantine': ['test', 'testing']}",3,LOW,1
Wu Lei's 1st post after being announced having contracted the Covid-19: the 28-year-old Espanyol striker said his symptoms have almost disappeared and he is in good spirit. No problem for his lungs after CT scan. Finally he expressed thanks to fans for their concerns and bless. HTTPURL,INFORMATIVE,0.6420353493137396,0.3579646506862604,1,{'symptoms_infection': ['symptoms']},5,MEDIUM,2
@USER You just reopened the beaches? Have you never seen Jaws? Your total ignorance will get Georgians killed! 7.5k US deaths from COVID19 already. 1321 US deaths in single day yesterday. Wake the hell up! HTTPURL,INFORMATIVE,0.640820925164069,0.35917907483593103,3,{'death_severity': ['deaths']},7,MEDIUM,2
#WarriorStrong last 24 hours: 🔘 Additional confirmed case of COVID-19 🔘 Learn Anywhere online learning resource available 🔘 Campus buildings to be locked; list of closures available 🔘 Warrior Chat remote counseling now available Full details: HTTPURL,UNINFORMATIVE,0.39631626027035705,0.603683739729643,2,{'case_growth': ['confirmed']},2,LOW,1
"#UNDPEritrea held a meeting on the contingency plan management of the global COVD-19 pandemic. Information was shared with staff to raise awareness of coronavirus safety. To date, no suspected or confirmed case of COVID-19 from Eritrea.",INFORMATIVE,0.5175155784389365,0.48248442156106347,2,{'case_growth': ['confirmed']},5,MEDIUM,2
"BREAKING: A second Whatcom man has died of #coronavirus. Three cases were also linked to Shuksan Healthcare Center, bringing the Whatcom total to 14. No deaths have been linked to the facility. Stay w/@USER for more updates: HTTPURL",INFORMATIVE,0.9609749549319628,0.03902504506803721,5,"{'case_growth': ['cases'], 'death_severity': ['deaths']}",10,HIGH,3
"1) ""A Palestinian laborer showing signs and symptoms of coronavirus while working in Israel was taken by Israeli authorities and dropped into the West Bank on Monday..."" Confirmed Cases in Gaza, Blockade Raise Fear of Deadly Outbreak - HTTPURL",INFORMATIVE,0.6160824739154909,0.3839175260845092,3,"{'case_growth': ['confirmed cases', 'confirmed', 'cases'], 'symptoms_infection': ['symptoms', 'outbreak']}",7,MEDIUM,2
"@USER @USER @USER #Resist #Resistance #NotDyingForTrump To put a little perspective on things: trump says he'll have done a good job if only 100,000 Americans die from #COVID19. There were about 45,000 Americans who died in the Korean War. There were about 58,000 Americans killed in Vietnam.",INFORMATIVE,0.6244960905610825,0.37550390943891754,0,{},4,LOW,1
Coronavirus Treatment New Drug: Gilead......Remdesivir. All patients who were given daily infusions of Remdesivir were discharged from the hospital in less than a week.,INFORMATIVE,0.5973876325008804,0.4026123674991195,3,{'medical_system': ['hospital']},6,MEDIUM,2
I'd like to see list of all conditions assumed to have poor prognosis.1 MD's own dad just recovered from #COVID19 at age 75 having underlying lung disease. Poor prognosis yet ...excellent outcome. @USER #HighRiskCovid19 ?,UNINFORMATIVE,0.3380468337566722,0.6619531662433278,0,{},0,LOW,1
"Inmate at Bridgewater prison tests positive for coronavirus, officials say - News - Easton Journal - Easton, MA HTTPURL",INFORMATIVE,0.7397065283184197,0.26029347168158035,1,{'testing_quarantine': ['tests']},5,MEDIUM,2
"The Greatest Generation, indeed. ❤️💪🏼🇺🇸 Oregon vet, 95, recovers from coronavirus HTTPURL",UNINFORMATIVE,0.24360265085155586,0.7563973491484441,0,{},0,LOW,1
"Plus... 🦠 1 party leader in Spain Spain's parliament has been suspended for one week as several other Vox party members self-quarantine, following suspected exposure to the #coronavirus at a recent rally.",INFORMATIVE,0.6172368348443671,0.38276316515563286,1,{'testing_quarantine': ['quarantine']},5,MEDIUM,2
"@USER @USER Also, ""She said Gigi had not told her that she was sick and self-isolating for two weeks in her room in mid-March. (Gigi has twice tested negative for COVID-19.) "" She tested negative. So she didn't have it. And yeah during an argument she said some shit, but that wasn't a threat",INFORMATIVE,0.859048302373234,0.14095169762676601,1,{'testing_quarantine': ['tested']},6,MEDIUM,2
"#BREAKING: #Coronavirus death toll in England up 53 to 220, according to health authorities #CoronavirusUK HTTPURL HTTPURL",INFORMATIVE,0.688637797245587,0.311362202754413,3,{'death_severity': ['death']},7,MEDIUM,2
"@USER @USER The coronavirus is spreading like wildfire now. I'm still worried about many Sonic fans and SEGA employees out there. I still care mostly about everyone in the world and anyone who was infected in the outbreak in the world. Well, time for plan B Aaron.",UNINFORMATIVE,0.26555371085912527,0.7344462891408747,1,"{'symptoms_infection': ['infected', 'outbreak', 'spreading']}",1,LOW,1
"Glad to see my little sister's sense of humour is intact. She's 19, with severe asthma, tonsilitis, and suspected coronavirus according to the hospital staff - but nothing can stop a good Bane joke. HTTPURL",UNINFORMATIVE,0.40743778766160654,0.5925622123383935,3,{'medical_system': ['hospital']},3,LOW,1
and now the US is #1 in confirmed coronavirus cases. That is one way to beat China.,INFORMATIVE,0.7862131168448595,0.2137868831551405,2,"{'case_growth': ['confirmed', 'cases']}",6,MEDIUM,2
"Greece has registered 464 coronavirus cases, six deaths: health min official #coronavirus #COVID2019 HTTPURL",INFORMATIVE,0.7652178697171703,0.2347821302828297,5,"{'case_growth': ['cases'], 'death_severity': ['deaths']}",9,MEDIUM,2
COVID-19: Alabama prisons won't take new inmates from county jails for at least 30 days HTTPURL,INFORMATIVE,0.5651264903606774,0.4348735096393226,0,{},3,LOW,1
"According to the official data as published on #Worldometers, the State of #NewYork (population 19 million, 103.000 infections) has more #coronavirus cases than all of #China (population 1427 million, 81.000 infections). #Coronavirustruth #COVID2019 #CoronaCrisis",INFORMATIVE,0.5954981548432339,0.4045018451567662,2,{'case_growth': ['cases']},5,MEDIUM,2
52 coronavirus cases in the San Gabriel Valley: Which communities have the most? – San Gabriel Valley Tribune HTTPURL,UNINFORMATIVE,0.3554570995153278,0.6445429004846722,2,{'case_growth': ['cases']},2,LOW,1
"My husband’s aunt (his oldest surviving relative) died early this morning in NY. She was 90. 12 hours later, her body is still in her apartment because the city is overwhelmed with Covid19 deaths. So I wonder how long her son will have to sit in the house with her body? 😡",INFORMATIVE,0.7859073298165127,0.2140926701834873,6,"{'death_severity': ['deaths'], 'medical_system': ['overwhelmed']}",10,MEDIUM,2
"Updated TN COVID-19 data data from @USER Delayed test results may account for some of the drop yesterday. ~12,000 tests have been run (6.7% positive) Hopeful the trend continues to flatten with shelter-in-place. HTTPURL",UNINFORMATIVE,0.3901239052728086,0.6098760947271914,1,"{'testing_quarantine': ['test', 'tests']}",1,LOW,1
"Coronavirus Latest: Delaware Health Officials Announce 6 New COVID-19 Cases, State Total Now 45 HTTPURL",INFORMATIVE,0.9334001283571084,0.06659987164289162,2,{'case_growth': ['cases']},7,MEDIUM,2
"Mika Brzezinski: ‘People are asking’ if Trump had ‘done his job,’ there would be fewer coronavirus deaths - Fox News HTTPURL via @USER",UNINFORMATIVE,0.28929597924922745,0.7107040207507725,3,{'death_severity': ['deaths']},3,LOW,1
HAPPENING NOW: Premiere Health and Miami County Public Health are about to provide updates to the COVID19 cases at Koester Pavilion. Follow along in the thread below: @USER HTTPURL,UNINFORMATIVE,0.3744662474233301,0.6255337525766699,2,{'case_growth': ['cases']},2,LOW,1
"@USER He did,he further said if it was not by the quick reaction of his administration it could have been worse,like 2.2 million deaths.🤦🏾‍♂️ he said keeping the COVID 19 death to 100 000 or 200 000 will be a “good job”😭 I was watching the briefing live from White House.",UNINFORMATIVE,0.2727980599882007,0.7272019400117993,3,"{'death_severity': ['death', 'deaths']}",3,LOW,1
Number 4 - Germany now has more #Covid19 cases than Iran. #coronavirus #Deutschland HTTPURL,INFORMATIVE,0.857835644438312,0.1421643555616881,2,{'case_growth': ['cases']},7,MEDIUM,2
We knew that it was inevitable. Our Health Department has confirmed two cases of #coronavirus in the county today. #COVIDー19 #StayAtHome #WeNeedPPE #SocialDistancing #InThisTogether,INFORMATIVE,0.9271554732991554,0.07284452670084467,2,"{'case_growth': ['confirmed', 'cases']}",7,MEDIUM,2
"Akwa Ibom commences contact tracking of 5 suspected COVID 19 patients, others - HTTPURL HTTPURL",UNINFORMATIVE,0.275757817299636,0.724242182700364,0,{},0,LOW,1
"Italy reports 6,557 new cases of coronavirus and 793 new deaths (Last 24 Hours), raising the total to 53,578 cases and 4,825 dead #CoronaCrisis HTTPURL",INFORMATIVE,0.9750708510180179,0.02492914898198202,5,"{'case_growth': ['new cases', 'cases'], 'death_severity': ['deaths', 'dead']}",10,HIGH,3
HOW CORONAVIRUS SPREADS -Rachel gets infected Today but won't know until 14 days later -She thinks she's Healthy &amp; is now infecting 15 people every day -The 15 people think they are OK and now infect a total of 225 people daily The Cycle continues. Wash your hands. Stay Home!,UNINFORMATIVE,0.47981432098309806,0.5201856790169019,1,{'symptoms_infection': ['infected']},1,LOW,1
"Iran’s Coronavirus Deaths Rise to 1,566; Total Infections Exceeds 20,000: Health Ministry #Iran HTTPURL",INFORMATIVE,0.874431323547165,0.12556867645283493,5,"{'case_growth': ['rise'], 'death_severity': ['deaths']}",10,HIGH,3
"Today, we are launching a new REGISTRY FOR RECOVERED #COVID19 PATIENTS in Maryland. A Fran Phillips project over the last few weeks. HTTPURL",UNINFORMATIVE,0.49481349736242797,0.505186502637572,0,{},0,LOW,1
@USER @USER @USER He's not lying about severity. Just heard from a friend in Hawaii. Pregnant daughter was sick WEEKS ago. Tested negative for flu but had flu-like symptoms. They are now retesting those samples for #COVID19 &amp; came back positive. It's dangerous to the very groups ALWAYS in danger.,INFORMATIVE,0.6644735831908489,0.3355264168091511,2,"{'testing_quarantine': ['tested'], 'symptoms_infection': ['symptoms']}",6,MEDIUM,2
"Police say while James Curry, 31, was being arrested he claimed to have the coronavirus and spit onto an @USER officer’s face. The agency says the Health Dept. told them Curry has not tested positive. @USER #bn9covid19 HTTPURL",INFORMATIVE,0.6092759249943643,0.39072407500563566,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested']}",7,MEDIUM,2
"St. Louis Mayor @USER demonstrates how a thermometer will now be used on anyone entering City Hall, as City Health Director Dr. Fredrick Echols looks on, in St. Louis on March 16, 2020. St. Louis has recorded its first case of #Coronavirus. Photo by Bill Greenblatt @USER HTTPURL",UNINFORMATIVE,0.49869656684240626,0.5013034331575937,0,{},0,LOW,1
"@USER @USER @USER @USER @USER @USER ...had been selling stocks and continued to sell after the market began dropping. Burr and Loeffler, though, remain on the hook with abrupt transactions that appear connected to the coronavirus briefing. Burr responded to the reports today with a weak defense"" /2",UNINFORMATIVE,0.12162421481711627,0.8783757851828837,0,{},0,LOW,1
"White House Coronavirus Task Force's Dr. Deborah Birx says 100,000 to 200,000 dead Americans is best-case scenario HTTPURL",UNINFORMATIVE,0.4492423410223432,0.5507576589776568,3,{'death_severity': ['dead']},3,LOW,1
P!nk donates One Million USD after recovering from Covid-19. Thank you! Bless you.,UNINFORMATIVE,0.33827737944545444,0.6617226205545456,0,{},0,LOW,1
"Distribution of #COVID19 cases in Malaysia by state as of March 25, 2020. (1) #hitznews",UNINFORMATIVE,0.4885732300571486,0.5114267699428514,2,{'case_growth': ['cases']},2,LOW,1
"Just in case you missed it: Here's (WaPo) example of how Fox News talking heads changed their tune abt Coronavirus, literally over the weekend, to stay in line with Trump's BD rhetoric. All Faux News viewers should see this. HTTPURL",UNINFORMATIVE,0.2654997507939554,0.7345002492060446,0,{},0,LOW,1
"Palestinians report 1st cases of coronavirus in Gaza Strip. ""The development has added to fears of a potential outbreak in crowded Gaza, which has an overstretched health care system after years of an Israeli-Egyptian blockade..."" HTTPURL",INFORMATIVE,0.5845397353303524,0.4154602646696476,3,"{'case_growth': ['cases'], 'symptoms_infection': ['outbreak']}",6,MEDIUM,2
"Is it fair to say #TrumpOwnsEveryDeath of coronavirus? Not every one but there's no disputing Trump misled good people by saying virus threat was Democrats ""new hoax,"" when he promised in late Feb cases of virus would soon be ""zero"" and Feb 28 when he blamed media for ""Hysteria"" HTTPURL",UNINFORMATIVE,0.4702656287934831,0.5297343712065169,2,{'case_growth': ['cases']},2,LOW,1
"Out of 3861 foreign returnees registered by govt, 100 have some suspected #COVID19 symptoms, says govt spokesperson Subroto Bagchi #OdishaFightsCoronavirus",UNINFORMATIVE,0.28521041785388346,0.7147895821461165,1,{'symptoms_infection': ['symptoms']},1,LOW,1
@USER @USER what is your feelings when 13 residents die in a week of coronavirus and 2 careworkers of the same Glasgow carehome test positive.,INFORMATIVE,0.5475416086478572,0.45245839135214283,1,{'testing_quarantine': ['test']},4,LOW,1
Coronavirus cases are RISING FASTER in states that VOTED FOR TRUMP South: +32% Northeast (excluding NY): +30% Midwest: +27% West (excluding CA &amp; WA): +23% New York: +20% California: +20% Washington: +11% #MOG☘️ HTTPURL,UNINFORMATIVE,0.40210826945233935,0.5978917305476606,2,"{'case_growth': ['cases', 'rising']}",2,LOW,1
"Another 14 people die in 24 hours as number of UK coronavirus cases hits 1,372 Lock down expected in 2 weeks #coronapocolypse #CoronaVirusUpdates #coronaUK",INFORMATIVE,0.7443045336452745,0.25569546635472545,2,{'case_growth': ['cases']},6,MEDIUM,2
Can @USER please confirm that the PM has not been in contact with Nadine Dories or anyone else who has tested positive? Because if he has NHS advice is to self-isolate #CODVID19 #Coronavid19 #coronavirus,INFORMATIVE,0.6327335309921839,0.3672664690078161,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested', 'self isolate']}",7,MEDIUM,2
Allegheny Co. Sheriff’s deputy tests negative for covid-19; quarantined deputies to return to work #PA HTTPURL,INFORMATIVE,0.5389897316936045,0.4610102683063954,1,{'testing_quarantine': ['tests']},4,LOW,1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We must start a proper clinical trial now. Only need 2 arms/cohorts: control group with PCR documented COVID-19 &amp; properly matched treatment group using Hydroxychloroquine + Azithromycin. It could be finished in 1-2 weeks at the current case rate. @USER @USER @USER,UNINFORMATIVE,0.040844616729320604,0.9591553832706794,0,{},0,LOW,1
@USER China would not allow President Trump to ruin their existent trade deals - Coronavirus virus was their bio-terroristic payback. Keeping face was Communist China’s priority at all costs. Killing people and trashing economy was their furthest concern - China is truly most evil!!!,UNINFORMATIVE,0.11203221818913256,0.8879677818108674,0,{},0,LOW,1
Wednesday was deadliest day in reported coronavirus deaths in US. Download the app or click on HTTPURL to read this article from the New York Post. HTTPURL,INFORMATIVE,0.7132369610224597,0.2867630389775403,3,{'death_severity': ['deaths']},7,MEDIUM,2
"The ultimate Friday news dump? At 5:18 p.m., during coronavirus, @USER announces he’s appointed the fired @USER chief, Tonya Chapman, to head the Virginia Parole Board. But announcement makes no mention of Portsmouth. Hoping to get that one past us, guv?",UNINFORMATIVE,0.2809101381284098,0.7190898618715902,0,{},0,LOW,1
Trump’s FDA approves first rapid coronavirus test with 45 minutes detection... HTTPURL,UNINFORMATIVE,0.287379234137357,0.712620765862643,1,{'testing_quarantine': ['test']},1,LOW,1
I bet Tom Petty died of Covid-19 that guy was so ahead of his time,INFORMATIVE,0.6943312065932514,0.30566879340674863,0,{},4,LOW,1
UCT VC Professor Mamokgethi Phakeng writes to confirm that a third staff member has tested positive for COVID-19: HTTPURL,INFORMATIVE,0.8460519242496306,0.15394807575036937,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested']}",8,MEDIUM,2
Texas A&amp;M University is closely monitoring the health and care of at least two students and a member of its staff in College Station who have tested positive for COVID-19. HTTPURL,INFORMATIVE,0.8783550003684093,0.12164499963159074,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested']}",8,MEDIUM,2
@USER How many have been tested in Alabama? I’m two weeks recovered from a virus that transmitted rather fast from my son and we both had flu shots. My symptoms were a lot worse than his?? #COVID19 #coronavirususa,INFORMATIVE,0.807932007246163,0.19206799275383699,2,"{'testing_quarantine': ['tested'], 'symptoms_infection': ['symptoms']}",7,MEDIUM,2
"So far, Somalia has NOT had one confirmed #coronavirus but Still included in the BAN. Somalia always sides with Saudi Arabia with every issue at every arena. One has to wonder, what will it take to reevaluate this relationship? HTTPURL",UNINFORMATIVE,0.49797858301872266,0.5020214169812773,3,"{'case_growth': ['confirmed'], 'public_response': ['ban']}",3,LOW,1
France Sanctions Drug After Nearly All Patients Recover COVID-19 – CBS Detroit HTTPURL,UNINFORMATIVE,0.43489879906908546,0.5651012009309145,0,{},0,LOW,1
#BREAKING: 1st Israeli #Covid_19 patient dies. He was an 88-year-old man who was hospitalised 1 week ago. Over 700 confirmed cases in Israel so far,INFORMATIVE,0.9897192355969769,0.010280764403023075,2,"{'case_growth': ['confirmed cases', 'confirmed', 'cases']}",7,MEDIUM,2
A group of American tourists have spent their first night in lockdown after testing positive for coronavirus in Barossa Valley. #9Today HTTPURL,INFORMATIVE,0.8198745923478591,0.1801254076521409,2,"{'testing_quarantine': ['testing'], 'public_response': ['lockdown']}",7,MEDIUM,2
"#BREAKING: Israel may quarantine some U.S. arrivals - 19 coronavirus cases confirmed in Bethlehem, Israel orders closure of West Bank city - Air France cancels all flights to and from Tel Aviv #Israel #coronavirus #CoronaVirusUpdate",INFORMATIVE,0.6549219685547036,0.3450780314452964,4,"{'case_growth': ['confirmed', 'cases'], 'testing_quarantine': ['quarantine'], 'public_response': ['closure']}",8,MEDIUM,2
"The University of Maryland, College Park is mourning the death of one of its professors, Professor David C. Driskell, who died as a result of the coronavirus. HTTPURL",INFORMATIVE,0.6296369527923815,0.3703630472076185,3,{'death_severity': ['death']},7,MEDIUM,2
"Today, #Dybala and his girlfriend have been confirmed to be infected with #Covid_19 Also, Paulo #Maldini and his son were confirmed to have tested positive. #StayHome",INFORMATIVE,0.9659464431242898,0.03405355687571025,4,"{'case_growth': ['confirmed', 'tested positive'], 'testing_quarantine': ['tested'], 'symptoms_infection': ['infected']}",9,HIGH,3
Ac-Cent-Tchu-Ate The Positive - Bing Crosby &amp; The Andrews Sisters (Lyric... HTTPURL via @USER Let Bing and the Andrews Sisters kick #COVID19 butt.,UNINFORMATIVE,0.27800541253724587,0.7219945874627541,0,{},0,LOW,1
"""Hoax"" is busy. ""Coronavirus: Italy records 793 deaths in one day"" #CoronavirusPandemic #Coronavirus #CoronaCrisis HTTPURL",INFORMATIVE,0.6941747818924486,0.3058252181075514,3,{'death_severity': ['deaths']},7,MEDIUM,2
"Almost half of total confirmed #CoronaVirus cases in Lebanon so far have been young patients below the age of 40 according to published data. The elderly are staying home, but the young and healthy are not. This highlights the big threat of bringing the virus home. #StayAtHome HTTPURL",INFORMATIVE,0.5602190179078742,0.4397809820921258,2,"{'case_growth': ['confirmed', 'cases']}",5,MEDIUM,2
Coronavirus Live Updates: The Virus Reaches Into Halls of Power Around the World An Australian official who recently met with Attorney General William P. Barr and Ivanka Trump has tested positive. HTTPURL HTTPURL,INFORMATIVE,0.6097040922701815,0.3902959077298184,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested']}",7,MEDIUM,2
"""There was an error in data input for the Florida Department of Health reporting system in Pasco County which has been corrected. Currently there are no deaths related to COVID-19 in Pasco County. We apologize for the error and will continue to keep you informed."" (END THREAD)",INFORMATIVE,0.6264182769756284,0.3735817230243716,3,{'death_severity': ['deaths']},7,MEDIUM,2
Coronavirus Sydney: More than a dozen people from Blacktown childcare centre test positive to COVID-19 HTTPURL,INFORMATIVE,0.6544158223895947,0.3455841776104053,1,{'testing_quarantine': ['test']},5,MEDIUM,2
"@USER @USER Experts estimated that, on March 15, … only between 5 % and 40 % of actual COVID-19 cases had been reported. The consensus model indicates that only 12 percent of cases had been reported at that time. Implication is that on 3/15 there were actually ~ 29k in the US.",INFORMATIVE,0.7052613654184905,0.29473863458150945,2,{'case_growth': ['cases']},6,MEDIUM,2
"Nearly, 9 of 10 Michigan Corona Deaths initially, can be attributed to GovWhitmer &amp; bad advice received, studies now show",UNINFORMATIVE,0.3517283897883917,0.6482716102116083,3,{'death_severity': ['deaths']},3,LOW,1
"After being made aware that David Beasley, Executive Director of the World Food Programme has tested positive for the COVID-19 virus, I have gone into self-isolation at home, as I met with Mr. Beasley on Wednesday, March 11th in Ottawa. (1) #cdnpoli",INFORMATIVE,0.7938929852598147,0.2061070147401854,3,"{'case_growth': ['tested positive'], 'testing_quarantine': ['tested', 'isolation', 'self isolation']}",7,MEDIUM,2
WHO welcomes ‘hope’ as Wuhan reports no new coronavirus cases – But deaths in Europe hit horrifying new record — RT World News HTTPURL,INFORMATIVE,0.8154179176731965,0.1845820823268035,5,"{'case_growth': ['cases'], 'death_severity': ['deaths']}",10,HIGH,3
"There are 22 new positive cases of #coronavirus in Northern Ireland, bringing the total number confirmed to 108 - the largest daily increase to date.",INFORMATIVE,0.9512582846619796,0.048741715338020394,2,"{'case_growth': ['confirmed', 'positive cases', 'cases', 'increase']}",7,MEDIUM,2
